Bigram,Probability
enough not,-11.708
enough one,-11.708
enough perhaps,-11.708
enough quite,-11.708
enough ready,-11.708
enough said,-11.708
enough so,-11.708
enough still,-11.708
enough thankful,-11.708
enough though,-11.708
enough took,-11.708
enough touched,-11.708
enough when,-11.708
enough with,-11.708
enough yesterday,-11.708
even <eos>,-11.708
even Captain,-11.708
even Elinor,-11.708
even Emma,-11.708
even Jane,-11.708
even John,-11.708
even July,-11.708
even Nancy,-11.708
even SHE,-11.708
even Sir,-11.708
even THAT,-11.708
even acquainted,-11.708
even addressed,-11.708
even admit,-11.708
even advised,-11.708
even affect,-11.708
even after,-11.708
even all,-11.708
even among,-11.708
even any,-11.708
even apparent,-11.708
even approached,-11.708
even arose,-11.708
even ask,-11.708
even been,-11.708
even believed,-11.708
even changed,-11.708
even cold,-11.708
even conjecture,-11.708
even dearer,-11.708
even delicacy,-11.708
even determined,-11.708
even difference,-11.708
even downstairs,-11.708
even encouraging,-11.708
even excluded,-11.708
even from,-11.708
even genteel,-11.708
even gratefully,-11.708
even had,-11.708
even he,-11.708
even himself,-11.708
even his,-11.708
even hoped,-11.708
even innocent,-11.708
even interested,-11.708
even kiss,-11.708
even looked,-11.708
even love,-11.708
even may,-11.708
even observed,-11.708
even old,-11.708
even openly,-11.708
even partly,-11.708
even positively,-11.708
even proposed,-11.708
even prudent,-11.708
even quite,-11.708
even raise,-11.708
even refused,-11.708
even she,-11.708
even sickness,-11.708
even solitary,-11.708
even surpassing,-11.708
even thank,-11.708
even themselves,-11.708
even there,-11.708
even these,-11.708
even think,-11.708
even this,-11.708
even those,-11.708
even too,-11.708
even towards,-11.708
even trying,-11.708
even under,-11.708
even unreasonable,-11.708
even visibly,-11.708
even voluntarily,-11.708
even weakening,-11.708
even weary,-11.708
even wept,-11.708
even were,-11.708
even where,-11.708
even within,-11.708
even worse,-11.708
even would,-11.708
even wounded,-11.708
even yet,-11.708
go Colonel,-11.708
go Why,-11.708
go You,-11.708
go after,-11.708
go along,-11.708
go any,-11.708
go anywhere,-11.708
go beyond,-11.708
go concluded,-11.708
go do,-11.708
go every,-11.708
go farther,-11.708
go first,-11.708
go forwards,-11.708
go go,-11.708
go he,-11.708
go her,-11.708
go if,-11.708
go its,-11.708
go means,-11.708
go my,-11.708
go near,-11.708
go no,-11.708
go off,-11.708
go one,-11.708
go or,-11.708
go over,-11.708
go post,-11.708
go shares,-11.708
go so,-11.708
go then,-11.708
go though,-11.708
go through,-11.708
go together,-11.708
go twice,-11.708
go uncertain,-11.708
go was,-11.708
go we,-11.708
go well,-11.708
go wherever,-11.708
go while,-11.708
indeed <UNK>,-11.708
indeed Anne,-11.708
indeed Charles,-11.708
indeed Elinor,-11.708
indeed Harriet,-11.708
indeed Her,-11.708
indeed Marianne,-11.708
indeed Oh,-11.708
indeed Poor,-11.708
indeed Then,-11.708
indeed This,-11.708
indeed Well,-11.708
indeed Yes,-11.708
indeed You,-11.708
indeed addressed,-11.708
indeed afterwards,-11.708
indeed almost,-11.708
indeed at,-11.708
indeed attachment,-11.708
indeed be,-11.708
indeed been,-11.708
indeed behind,-11.708
indeed by,-11.708
indeed continued,-11.708
indeed enjoy,-11.708
indeed gave,-11.708
indeed going,-11.708
indeed had,-11.708
indeed has,-11.708
indeed have,-11.708
indeed her,-11.708
indeed how,-11.708
indeed in,-11.708
indeed is,-11.708
indeed just,-11.708
indeed lay,-11.708
indeed made,-11.708
indeed might,-11.708
indeed must,-11.708
indeed nothing,-11.708
indeed oh,-11.708
indeed on,-11.708
indeed or,-11.708
indeed particularly,-11.708
indeed quite,-11.708
indeed ready,-11.708
indeed rendered,-11.708
indeed replied,-11.708
indeed resumed,-11.708
indeed seem,-11.708
indeed seemed,-11.708
indeed seems,-11.708
indeed shewed,-11.708
indeed sir,-11.708
indeed the,-11.708
indeed they,-11.708
indeed this,-11.708
indeed though,-11.708
indeed very,-11.708
indeed was,-11.708
indeed were,-11.708
indeed when,-11.708
indeed would,-11.708
many accounts,-11.708
many additions,-11.708
many advantages,-11.708
many affairs,-11.708
many alleviations,-11.708
many anxious,-11.708
many apologies,-11.708
many as,-11.708
many associations,-11.708
many assurances,-11.708
many before,-11.708
many bitter,-11.708
many by,-11.708
many cases,-11.708
many certain,-11.708
many children,-11.708
many clever,-11.708
many comfortable,-11.708
many comforts,-11.708
many compliments,-11.708
many conquests,-11.708
many consequently,-11.708
many cunning,-11.708
many dear,-11.708
many decided,-11.708
many difficulties,-11.708
many divisions,-11.708
many doubts,-11.708
many evils,-11.708
many expressions,-11.708
many eyes,-11.708
many fellow,-11.708
many generations,-11.708
many genteel,-11.708
many had,-11.708
many houses,-11.708
many ill,-11.708
many in,-11.708
many independent,-11.708
many inquiries,-11.708
many intimates,-11.708
many introductions,-11.708
many lesser,-11.708
many lists,-11.708
many meetings,-11.708
many men,-11.708
many might,-11.708
many myself,-11.708
many nights,-11.708
many nods,-11.708
many occasions,-11.708
many opportunities,-11.708
many painful,-11.708
many particulars,-11.708
many past,-11.708
many persons,-11.708
many places,-11.708
many pleasanter,-11.708
many pretty,-11.708
many pursuits,-11.708
many questions,-11.708
many relations,-11.708
many rooms,-11.708
many secrets,-11.708
many separations,-11.708
many smart,-11.708
many sportsmen,-11.708
many strangers,-11.708
many subjects,-11.708
many such,-11.708
many sweet,-11.708
many tender,-11.708
many thanks,-11.708
many thousands,-11.708
many undesirable,-11.708
many vacancies,-11.708
many walks,-11.708
many whispers,-11.708
many who,-11.708
many works,-11.708
many yards,-11.708
many you,-11.708
many young,-11.708
mind Brandon,-11.708
mind Harriet,-11.708
mind He,-11.708
mind It,-11.708
mind Oh,-11.708
mind admitted,-11.708
mind anxiously,-11.708
mind are,-11.708
mind awakened,-11.708
mind being,-11.708
mind brought,-11.708
mind caught,-11.708
mind consciousness,-11.708
mind delighted,-11.708
mind destroyed,-11.708
mind early,-11.708
mind exactly,-11.708
mind full,-11.708
mind greatly,-11.708
mind how,-11.708
mind immediately,-11.708
mind like,-11.708
mind lively,-11.708
mind made,-11.708
mind may,-11.708
mind more,-11.708
mind never,-11.708
mind nor,-11.708
mind ought,-11.708
mind over,-11.708
mind producing,-11.708
mind seeing,-11.708
mind so,-11.708
mind still,-11.708
mind such,-11.708
mind them,-11.708
mind though,-11.708
mind throughout,-11.708
mind took,-11.708
mind very,-11.708
mind walking,-11.708
mind without,-11.708
friend <UNK>,-11.709
friend Captain,-11.709
friend Elliott,-11.709
friend Emma,-11.709
friend Lord,-11.709
friend Robert,-11.709
friend She,-11.709
friend Tell,-11.709
friend a,-11.709
friend also,-11.709
friend always,-11.709
friend an,-11.709
friend answered,-11.709
friend before,-11.709
friend best,-11.709
friend do,-11.709
friend everything,-11.709
friend feels,-11.709
friend give,-11.709
friend had,-11.709
friend here,-11.709
friend indeed,-11.709
friend into,-11.709
friend may,-11.709
friend my,-11.709
friend never,-11.709
friend no,-11.709
friend not,-11.709
friend on,-11.709
friend only,-11.709
friend ought,-11.709
friend saw,-11.709
friend secured,-11.709
friend seemed,-11.709
friend she,-11.709
friend suggested,-11.709
friend therefore,-11.709
friend they,-11.709
friend this,-11.709
friend towards,-11.709
friend unattended,-11.709
friend united,-11.709
friend upon,-11.709
friend when,-11.709
friend which,-11.709
friend whom,-11.709
friend will,-11.709
friend with,-11.709
friend without,-11.709
friend you,-11.709
friend your,-11.709
over Charles,-11.709
over I,-11.709
over Jane,-11.709
over Lady,-11.709
over London,-11.709
over Louisa,-11.709
over Mr,-11.709
over She,-11.709
over William,-11.709
over before,-11.709
over but,-11.709
over fatigues,-11.709
over five,-11.709
over found,-11.709
over from,-11.709
over had,-11.709
over he,-11.709
over head,-11.709
over herself,-11.709
over him,-11.709
over judgment,-11.709
over little,-11.709
over more,-11.709
over most,-11.709
over negligent,-11.709
over nothing,-11.709
over obstacles,-11.709
over old,-11.709
over past,-11.709
over persuasion,-11.709
over said,-11.709
over salted,-11.709
over set,-11.709
over some,-11.709
over such,-11.709
over their,-11.709
over they,-11.709
over those,-11.709
over till,-11.709
over together,-11.709
over tomorrow,-11.709
over too,-11.709
over town,-11.709
over views,-11.709
over was,-11.709
over we,-11.709
over while,-11.709
over whom,-11.709
way Emma,-11.709
way His,-11.709
way Mrs,-11.709
way Sir,-11.709
way a,-11.709
way against,-11.709
way allowing,-11.709
way are,-11.709
way back,-11.709
way been,-11.709
way behind,-11.709
way bore,-11.709
way delicious,-11.709
way either,-11.709
way excepting,-11.709
way her,-11.709
way here,-11.709
way hither,-11.709
way how,-11.709
way immediately,-11.709
way indeed,-11.709
way into,-11.709
way just,-11.709
way like,-11.709
way many,-11.709
way most,-11.709
way near,-11.709
way off,-11.709
way on,-11.709
way over,-11.709
way quite,-11.709
way scarcely,-11.709
way than,-11.709
way this,-11.709
way thither,-11.709
way till,-11.709
way unable,-11.709
way upstairs,-11.709
way was,-11.709
way were,-11.709
way wrapt,-11.709
better Don,-11.71
better He,-11.71
better accommodation,-11.71
better acquaintance,-11.71
better after,-11.71
better by,-11.71
better certainly,-11.71
better change,-11.71
better circumstances,-11.71
better concealed,-11.71
better couple,-11.71
better creature,-11.71
better dance,-11.71
better daughter,-11.71
better defer,-11.71
better direction,-11.71
better enable,-11.71
better endowed,-11.71
better entertainment,-11.71
better ever,-11.71
better example,-11.71
better feelings,-11.71
better felt,-11.71
better foundation,-11.71
better from,-11.71
better grown,-11.71
better have,-11.71
better he,-11.71
better health,-11.71
better herself,-11.71
better hopes,-11.71
better how,-11.71
better in,-11.71
better income,-11.71
better informed,-11.71
better interest,-11.71
better judge,-11.71
better judgement,-11.71
better kind,-11.71
better known,-11.71
better look,-11.71
better match,-11.71
better name,-11.71
better or,-11.71
better other,-11.71
better people,-11.71
better placed,-11.71
better plan,-11.71
better pleased,-11.71
better preparation,-11.71
better pretensions,-11.71
better principle,-11.71
better put,-11.71
better rather,-11.71
better recollected,-11.71
better recollections,-11.71
better remain,-11.71
better report,-11.71
better right,-11.71
better rooms,-11.71
better say,-11.71
better scheme,-11.71
better seat,-11.71
better send,-11.71
better settled,-11.71
better she,-11.71
better sir,-11.71
better size,-11.71
better sloop,-11.71
better son,-11.71
better spirits,-11.71
better stay,-11.71
better support,-11.71
better take,-11.71
better taste,-11.71
better the,-11.71
better things,-11.71
better treatment,-11.71
better try,-11.71
better turn,-11.71
better use,-11.71
better weather,-11.71
better what,-11.71
better with,-11.71
better woman,-11.71
better written,-11.71
better yet,-11.71
come Anne,-11.711
come But,-11.711
come Frank,-11.711
come You,-11.711
come a,-11.711
come about,-11.711
come again,-11.711
come as,-11.711
come but,-11.711
come cried,-11.711
come earlier,-11.711
come early,-11.711
come even,-11.711
come freely,-11.711
come how,-11.711
come however,-11.711
come indeed,-11.711
come let,-11.711
come might,-11.711
come much,-11.711
come must,-11.711
come nearer,-11.711
come nor,-11.711
come or,-11.711
come particularly,-11.711
come quite,-11.711
come said,-11.711
come straight,-11.711
come that,-11.711
come there,-11.711
come tonight,-11.711
come too,-11.711
come very,-11.711
come which,-11.711
come while,-11.711
come within,-11.711
house <UNK>,-11.711
house Barton,-11.711
house Elinor,-11.711
house Elizabeth,-11.711
house Marianne,-11.711
house Miss,-11.711
house Mrs,-11.711
house Sir,-11.711
house admired,-11.711
house all,-11.711
house almost,-11.711
house before,-11.711
house being,-11.711
house by,-11.711
house cannot,-11.711
house could,-11.711
house diverted,-11.711
house drew,-11.711
house elevated,-11.711
house ever,-11.711
house every,-11.711
house feeling,-11.711
house furniture,-11.711
house garden,-11.711
house had,-11.711
house himself,-11.711
house his,-11.711
house immediately,-11.711
house into,-11.711
house it,-11.711
house large,-11.711
house made,-11.711
house maid,-11.711
house might,-11.711
house much,-11.711
house my,-11.711
house near,-11.711
house not,-11.711
house once,-11.711
house one,-11.711
house saw,-11.711
house since,-11.711
house situated,-11.711
house standing,-11.711
house started,-11.711
house there,-11.711
house they,-11.711
house thinking,-11.711
house this,-11.711
house till,-11.711
house together,-11.711
house under,-11.711
house when,-11.711
house while,-11.711
house whither,-11.711
house will,-11.711
house woman,-11.711
house yesterday,-11.711
however Charles,-11.711
however Her,-11.711
however Lady,-11.711
however Louisa,-11.711
however Miss,-11.711
however ONE,-11.711
however a,-11.711
however all,-11.711
however almost,-11.711
however answered,-11.711
however are,-11.711
however arose,-11.711
however at,-11.711
however being,-11.711
however came,-11.711
however certain,-11.711
however changed,-11.711
however different,-11.711
however disagreeable,-11.711
however disappointed,-11.711
however disregarded,-11.711
however else,-11.711
however good,-11.711
however gradually,-11.711
however happened,-11.711
however has,-11.711
however having,-11.711
however her,-11.711
however his,-11.711
however involuntarily,-11.711
however its,-11.711
however justified,-11.711
however little,-11.711
however long,-11.711
however my,-11.711
however mysteriously,-11.711
however neither,-11.711
however not,-11.711
however nothing,-11.711
however now,-11.711
however one,-11.711
however perfectly,-11.711
however produced,-11.711
however reach,-11.711
however reasonably,-11.711
however remained,-11.711
however saw,-11.711
however shewed,-11.711
however small,-11.711
however soon,-11.711
however sorry,-11.711
however started,-11.711
however steadily,-11.711
however suffering,-11.711
however supplied,-11.711
however suspicious,-11.711
however till,-11.711
however trivial,-11.711
however very,-11.711
however vigorously,-11.711
however were,-11.711
however when,-11.711
however will,-11.711
however with,-11.711
however you,-11.711
long Elinor,-11.711
long Miss,-11.711
long October,-11.711
long acquaintance,-11.711
long acquainted,-11.711
long again,-11.711
long an,-11.711
long application,-11.711
long arranged,-11.711
long attached,-11.711
long awkward,-11.711
long be,-11.711
long become,-11.711
long by,-11.711
long ceased,-11.711
long civil,-11.711
long conference,-11.711
long continue,-11.711
long course,-11.711
long day,-11.711
long delayed,-11.711
long even,-11.711
long evenings,-11.711
long exerted,-11.711
long face,-11.711
long fed,-11.711
long feel,-11.711
long felt,-11.711
long finished,-11.711
long formed,-11.711
long from,-11.711
long growing,-11.711
long have,-11.711
long held,-11.711
long hill,-11.711
long history,-11.711
long interval,-11.711
long known,-11.711
long letter,-11.711
long letters,-11.711
long lock,-11.711
long long,-11.711
long looked,-11.711
long made,-11.711
long months,-11.711
long note,-11.711
long observance,-11.711
long on,-11.711
long ones,-11.711
long or,-11.711
long outlived,-11.711
long perfectly,-11.711
long promised,-11.711
long removed,-11.711
long replied,-11.711
long sentences,-11.711
long separations,-11.711
long speech,-11.711
long stretch,-11.711
long supported,-11.711
long talked,-11.711
long the,-11.711
long they,-11.711
long though,-11.711
long unemployed,-11.711
long ungrateful,-11.711
long unhappy,-11.711
long very,-11.711
long visit,-11.711
long visits,-11.711
long walks,-11.711
long want,-11.711
long wanted,-11.711
long was,-11.711
long we,-11.711
long with,-11.711
then Charlotte,-11.711
then Elizabeth,-11.711
then Mr,-11.711
then Mrs,-11.711
then Patty,-11.711
then able,-11.711
then above,-11.711
then abroad,-11.711
then afterwards,-11.711
then again,-11.711
then all,-11.711
then and,-11.711
then appeared,-11.711
then are,-11.711
then asked,-11.711
then attempt,-11.711
then avoid,-11.711
then begged,-11.711
then being,-11.711
then brought,-11.711
then completely,-11.711
then continued,-11.711
then conveyed,-11.711
then coolly,-11.711
then covering,-11.711
then departed,-11.711
then dispersing,-11.711
then do,-11.711
then don,-11.711
then drove,-11.711
then excessively,-11.711
then expected,-11.711
then fancied,-11.711
then followed,-11.711
then follows,-11.711
then for,-11.711
then gave,-11.711
then giving,-11.711
then go,-11.711
then hastened,-11.711
then having,-11.711
then indeed,-11.711
then interrupted,-11.711
then is,-11.711
then joined,-11.711
then know,-11.711
then learn,-11.711
then looked,-11.711
then meant,-11.711
then mentioned,-11.711
then not,-11.711
then occurred,-11.711
then of,-11.711
then one,-11.711
then ordered,-11.711
then passing,-11.711
then read,-11.711
then really,-11.711
then recollecting,-11.711
then repeated,-11.711
then reproaching,-11.711
then restrained,-11.711
then resumed,-11.711
then return,-11.711
then seeing,-11.711
then seemed,-11.711
then sinking,-11.711
then sit,-11.711
then sitting,-11.711
then smiling,-11.711
then soon,-11.711
then state,-11.711
then talked,-11.711
then that,-11.711
then this,-11.711
then thought,-11.711
then through,-11.711
then too,-11.711
then turned,-11.711
then turning,-11.711
then turns,-11.711
then under,-11.711
then unwelcome,-11.711
then ushered,-11.711
then ventured,-11.711
then very,-11.711
then visit,-11.711
then whispering,-11.711
then will,-11.711
its Grecian,-11.712
its abundance,-11.712
its action,-11.712
its advantages,-11.712
its affliction,-11.712
its ample,-11.712
its announcing,-11.712
its apparently,-11.712
its application,-11.712
its arrival,-11.712
its artifice,-11.712
its awkwardness,-11.712
its basis,-11.712
its bearing,-11.712
its beauties,-11.712
its beginning,-11.712
its best,-11.712
its casements,-11.712
its change,-11.712
its character,-11.712
its charms,-11.712
its cheerful,-11.712
its close,-11.712
its complete,-11.712
its concerns,-11.712
its consequent,-11.712
its constancy,-11.712
its constant,-11.712
its contents,-11.712
its continuing,-11.712
its conveniences,-11.712
its course,-11.712
its danger,-11.712
its day,-11.712
its deficiencies,-11.712
its destined,-11.712
its discussion,-11.712
its domestic,-11.712
its doubts,-11.712
its due,-11.712
its dupe,-11.712
its eligibility,-11.712
its emotion,-11.712
its end,-11.712
its environs,-11.712
its errors,-11.712
its evils,-11.712
its exciting,-11.712
its expediency,-11.712
its expression,-11.712
its extravagant,-11.712
its filling,-11.712
its foundation,-11.712
its freshness,-11.712
its getting,-11.712
its graciousness,-11.712
its greatest,-11.712
its green,-11.712
its ground,-11.712
its happening,-11.712
its happiness,-11.712
its having,-11.712
its holidays,-11.712
its hopes,-11.712
its impartiality,-11.712
its importance,-11.712
its inconsistency,-11.712
its ingenuity,-11.712
its labours,-11.712
its length,-11.712
its lessons,-11.712
its limits,-11.712
its loss,-11.712
its meaning,-11.712
its meeting,-11.712
its nature,-11.712
its neighbourhood,-11.712
its noise,-11.712
its offspring,-11.712
its old,-11.712
its open,-11.712
its outward,-11.712
its overcoming,-11.712
its owner,-11.712
its owners,-11.712
its pavement,-11.712
its performance,-11.712
its plain,-11.712
its possibility,-11.712
its present,-11.712
its probability,-11.712
its probable,-11.712
its producing,-11.712
its progress,-11.712
its proofs,-11.712
its proper,-11.712
its proportions,-11.712
its propriety,-11.712
its prospect,-11.712
its prudence,-11.712
its real,-11.712
its recommendations,-11.712
its result,-11.712
its rich,-11.712
its robbing,-11.712
its sentiments,-11.712
its separate,-11.712
its side,-11.712
its silver,-11.712
its simplicity,-11.712
its sorrows,-11.712
its still,-11.712
its strawberry,-11.712
its strength,-11.712
its subject,-11.712
its suitable,-11.712
its support,-11.712
its sweet,-11.712
its tax,-11.712
its true,-11.712
its turn,-11.712
its usual,-11.712
its utility,-11.712
its valuable,-11.712
its variations,-11.712
its weakness,-11.712
its writer,-11.712
seemed <UNK>,-11.712
seemed able,-11.712
seemed about,-11.712
seemed actually,-11.712
seemed afraid,-11.712
seemed already,-11.712
seemed an,-11.712
seemed announced,-11.712
seemed anxious,-11.712
seemed anxiously,-11.712
seemed apparent,-11.712
seemed arranged,-11.712
seemed attached,-11.712
seemed attainable,-11.712
seemed aware,-11.712
seemed bent,-11.712
seemed both,-11.712
seemed confined,-11.712
seemed considered,-11.712
seemed deep,-11.712
seemed dependent,-11.712
seemed due,-11.712
seemed each,-11.712
seemed early,-11.712
seemed entirely,-11.712
seemed every,-11.712
seemed forgotten,-11.712
seemed full,-11.712
seemed grateful,-11.712
seemed great,-11.712
seemed happy,-11.712
seemed if,-11.712
seemed immediate,-11.712
seemed impertinent,-11.712
seemed impossible,-11.712
seemed injured,-11.712
seemed intended,-11.712
seemed irresolute,-11.712
seemed its,-11.712
seemed lost,-11.712
seemed meant,-11.712
seemed no,-11.712
seemed nothing,-11.712
seemed of,-11.712
seemed often,-11.712
seemed on,-11.712
seemed one,-11.712
seemed over,-11.712
seemed overcome,-11.712
seemed painful,-11.712
seemed particularly,-11.712
seemed perplexed,-11.712
seemed possible,-11.712
seemed prosperity,-11.712
seemed purposely,-11.712
seemed ready,-11.712
seemed really,-11.712
seemed solicitous,-11.712
seemed somewhat,-11.712
seemed strange,-11.712
seemed terribly,-11.712
seemed then,-11.712
seemed thoughtful,-11.712
seemed trying,-11.712
seemed unable,-11.712
seemed under,-11.712
seemed uniting,-11.712
seemed vastly,-11.712
seemed watching,-11.712
They <UNK>,-11.713
They added,-11.713
They afforded,-11.713
They aimed,-11.713
They ascended,-11.713
They attempted,-11.713
They brought,-11.713
They burst,-11.713
They called,-11.713
They cannot,-11.713
They contained,-11.713
They continued,-11.713
They described,-11.713
They dined,-11.713
They do,-11.713
They each,-11.713
They encouraged,-11.713
They gave,-11.713
They got,-11.713
They heard,-11.713
They hurried,-11.713
They in,-11.713
They joined,-11.713
They lived,-11.713
They may,-11.713
They mean,-11.713
They never,-11.713
They now,-11.713
They owed,-11.713
They passed,-11.713
They played,-11.713
They praised,-11.713
They proceed,-11.713
They quitted,-11.713
They read,-11.713
They recommended,-11.713
They sang,-11.713
They sat,-11.713
They secure,-11.713
They separated,-11.713
They settled,-11.713
They shall,-11.713
They shew,-11.713
They speedily,-11.713
They talk,-11.713
They thanked,-11.713
They then,-11.713
They told,-11.713
They visited,-11.713
They want,-11.713
They wanted,-11.713
They was,-11.713
father John,-11.714
father Miss,-11.714
father Mrs,-11.714
father She,-11.714
father You,-11.714
father a,-11.714
father another,-11.714
father at,-11.714
father awoke,-11.714
father because,-11.714
father been,-11.714
father better,-11.714
father by,-11.714
father can,-11.714
father chancing,-11.714
father coming,-11.714
father composed,-11.714
father did,-11.714
father died,-11.714
father engaging,-11.714
father enough,-11.714
father equally,-11.714
father fondly,-11.714
father having,-11.714
father he,-11.714
father hopes,-11.714
father how,-11.714
father immediately,-11.714
father informs,-11.714
father instantly,-11.714
father it,-11.714
father just,-11.714
father making,-11.714
father many,-11.714
father may,-11.714
father nor,-11.714
father not,-11.714
father on,-11.714
father perhaps,-11.714
father pressed,-11.714
father prevented,-11.714
father say,-11.714
father saying,-11.714
father she,-11.714
father should,-11.714
father speak,-11.714
father spoke,-11.714
father than,-11.714
father the,-11.714
father there,-11.714
father thinks,-11.714
father this,-11.714
father thought,-11.714
father through,-11.714
father tried,-11.714
father twenty,-11.714
father very,-11.714
father were,-11.714
father when,-11.714
father will,-11.714
father with,-11.714
father without,-11.714
dear <UNK>,-11.715
dear Admiral,-11.715
dear And,-11.715
dear Annamaria,-11.715
dear Anne,-11.715
dear Courtland,-11.715
dear Fanny,-11.715
dear Frederick,-11.715
dear Highbury,-11.715
dear Kingston,-11.715
dear Lady,-11.715
dear Louisa,-11.715
dear Mary,-11.715
dear Sure,-11.715
dear When,-11.715
dear a,-11.715
dear anxious,-11.715
dear as,-11.715
dear ask,-11.715
dear because,-11.715
dear brother,-11.715
dear can,-11.715
dear cottage,-11.715
dear country,-11.715
dear creature,-11.715
dear daughters,-11.715
dear did,-11.715
dear family,-11.715
dear friends,-11.715
dear girls,-11.715
dear human,-11.715
dear husband,-11.715
dear immediately,-11.715
dear indeed,-11.715
dear lock,-11.715
dear ma,-11.715
dear name,-11.715
dear parlour,-11.715
dear part,-11.715
dear pray,-11.715
dear prudent,-11.715
dear replied,-11.715
dear says,-11.715
dear she,-11.715
dear soul,-11.715
dear tis,-11.715
dear upon,-11.715
dear very,-11.715
dear was,-11.715
dear where,-11.715
dear writer,-11.715
dear yes,-11.715
dear your,-11.715
give <UNK>,-11.716
give Anne,-11.716
give Charles,-11.716
give Edward,-11.716
give Elinor,-11.716
give Elizabeth,-11.716
give Harriet,-11.716
give I,-11.716
give Jane,-11.716
give Mary,-11.716
give Mr,-11.716
give YOU,-11.716
give actual,-11.716
give advice,-11.716
give all,-11.716
give another,-11.716
give anything,-11.716
give assurance,-11.716
give by,-11.716
give could,-11.716
give credit,-11.716
give delight,-11.716
give dinners,-11.716
give ear,-11.716
give every,-11.716
give fresh,-11.716
give himself,-11.716
give increasing,-11.716
give interest,-11.716
give much,-11.716
give occasion,-11.716
give of,-11.716
give one,-11.716
give over,-11.716
give proper,-11.716
give quickest,-11.716
give so,-11.716
give soon,-11.716
give still,-11.716
give universal,-11.716
give will,-11.716
give with,-11.716
himself Could,-11.716
himself Harriet,-11.716
himself No,-11.716
himself Was,-11.716
himself Women,-11.716
himself able,-11.716
himself added,-11.716
himself alive,-11.716
himself almost,-11.716
himself among,-11.716
himself an,-11.716
himself appeared,-11.716
himself arrived,-11.716
himself aware,-11.716
himself bound,-11.716
himself broke,-11.716
himself brought,-11.716
himself by,-11.716
himself close,-11.716
himself come,-11.716
himself convinced,-11.716
himself elsewhere,-11.716
himself encouraged,-11.716
himself equal,-11.716
himself every,-11.716
himself evidently,-11.716
himself exactly,-11.716
himself forward,-11.716
himself greatly,-11.716
himself her,-11.716
himself here,-11.716
himself his,-11.716
himself however,-11.716
himself if,-11.716
himself increased,-11.716
himself indeed,-11.716
himself indifferent,-11.716
himself like,-11.716
himself long,-11.716
himself more,-11.716
himself near,-11.716
himself neglected,-11.716
himself no,-11.716
himself nor,-11.716
himself often,-11.716
himself one,-11.716
himself out,-11.716
himself passed,-11.716
himself quite,-11.716
himself rather,-11.716
himself say,-11.716
himself secure,-11.716
himself single,-11.716
himself slighted,-11.716
himself still,-11.716
himself sure,-11.716
himself talk,-11.716
himself talked,-11.716
himself there,-11.716
himself till,-11.716
himself time,-11.716
himself too,-11.716
himself towards,-11.716
himself two,-11.716
himself up,-11.716
himself very,-11.716
himself was,-11.716
himself when,-11.716
himself where,-11.716
himself whom,-11.716
himself would,-11.716
it Harriet,-11.716
it Mrs,-11.716
it advisable,-11.716
it after,-11.716
it almost,-11.716
it aloud,-11.716
it an,-11.716
it answer,-11.716
it are,-11.716
it arose,-11.716
it began,-11.716
it being,-11.716
it best,-11.716
it better,-11.716
it caught,-11.716
it cheerful,-11.716
it contained,-11.716
it cost,-11.716
it deserved,-11.716
it do,-11.716
it don,-11.716
it easier,-11.716
it every,-11.716
it farther,-11.716
it go,-11.716
it happen,-11.716
it hard,-11.716
it here,-11.716
it known,-11.716
it looked,-11.716
it make,-11.716
it making,-11.716
it myself,-11.716
it naturally,-11.716
it new,-11.716
it occurred,-11.716
it often,-11.716
it once,-11.716
it one,-11.716
it possessed,-11.716
it probable,-11.716
it quite,-11.716
it s,-11.716
it stopped,-11.716
it such,-11.716
it takes,-11.716
it there,-11.716
it this,-11.716
it though,-11.716
it through,-11.716
it true,-11.716
it turned,-11.716
it turns,-11.716
it under,-11.716
it united,-11.716
it unless,-11.716
it unnecessary,-11.716
it upon,-11.716
it wants,-11.716
it what,-11.716
it while,-11.716
it yourself,-11.716
like Anne,-11.716
like Bath,-11.716
like Devonshire,-11.716
like Edward,-11.716
like Emma,-11.716
like Frank,-11.716
like Harriet,-11.716
like Hartfield,-11.716
like I,-11.716
like London,-11.716
like Lucy,-11.716
like Marianne,-11.716
like Robert,-11.716
like Selina,-11.716
like She,-11.716
like Uppercross,-11.716
like Weston,-11.716
like all,-11.716
like almost,-11.716
like an,-11.716
like anybody,-11.716
like being,-11.716
like best,-11.716
like cards,-11.716
like cheerful,-11.716
like circumstances,-11.716
like confusion,-11.716
like conversation,-11.716
like death,-11.716
like degree,-11.716
like discourse,-11.716
like each,-11.716
like father,-11.716
like figure,-11.716
like flirtation,-11.716
like fools,-11.716
like going,-11.716
like having,-11.716
like heat,-11.716
like hers,-11.716
like impertinence,-11.716
like in,-11.716
like independence,-11.716
like leaving,-11.716
like madness,-11.716
like man,-11.716
like many,-11.716
like mine,-11.716
like morning,-11.716
like musings,-11.716
like myself,-11.716
like nobody,-11.716
like one,-11.716
like only,-11.716
like peace,-11.716
like perfect,-11.716
like poor,-11.716
like reserve,-11.716
like ruined,-11.716
like so,-11.716
like strange,-11.716
like sunshine,-11.716
like that,-11.716
like their,-11.716
like therefore,-11.716
like this,-11.716
like thousands,-11.716
like us,-11.716
like virtue,-11.716
like was,-11.716
like wishing,-11.716
